KAl(SO4)2(ך)|-2465|204,5|234,1|82,34|-58,41
K[BF4](ך)|-1886|157|0|0|0
K[BH4](ך)|-227|107|0|0|0
KBr(ך)|-393,8|95,94|48,37|13,89|0 
KCl(ך)|-436,68|82,55|41,38|21,76|3,22
KClO3(ך)|-391,2|142,97|0 |0 |0 
KClO4(ך)|-430,12|151,04|0 |0 |0 
KI(ך)|-327,9|106,4|38,84|28,92|4,93
KMnO4(ך)|-828,89|171,54|0 |0 |0 
KNO3(ך)|-492,46|132,88|60,88|118,83|0 
KOH(ך)|-424,72|79,28|42,66|76.96 |0 
K2CO3(ך)|-1150,18|155,52|80,29|109,04|0 
K2CrO4(ך)|-1385,74|200|123,72|74,89|0 
K2Cr2O7(ך)|-2067,27|291,21|153,38|229,29|0 
K2SO4(ך)|-1433,69|175,56|120,37|99,58|-17,82
La(ך)|0|56,9|25,8|6,7|0
LaCl3(ך)|-1070,68|144,35|97,19|21,46|0 
Li(ך)|0|28,24|6,86|46,44|3,51
Li[BH4](ך)|-191|76|0|0|0
LiCl(ך)|-408,27|59,3|41,42|23,4|0 
LiNO3(ך)|-482,33|71,13|38,37|150,62|0 
LiOH(ך)|-484,67|42,78|50,17|34,48|9,5
Li2CO3(ך)|-1216|90,16|42,53|177,34|0 
Li2SO4(ך)|-1435,86|114|118,95|93,31|-27,2
Mg(ך)|0|32,68|22,3|10,63|-0,42
MgCO3(ך)|-1095,85|65,1|77,91|57,74|-17,41
MgCl2(ך)|-644,8|89,54|79,08|5,94|-8,62
MgO(ך)|-601,49|27,07|48,98|3,14|-11,44
Mg(OH)2(ך)|-924,66|63,18|46,99|102,85|0 
MgSO4(ך)|-1287,42|91,55|106,44|46,28|-21,9
MgSO4*6H2O(ך)|-3089,5|348,1|0 |0 |0 
Mn(ך)|0|32,01|23,85|14,14|-1,59
MnCO3(ך)|-881,66|109,54|92,01|38,91|-19,62
MnCl2(ך)|-481,16|118,24|75,48|13,22|-5,73
MnO(ך)|-385,1|61,5|46,48|8,12|-3,68
MnO2(ך)|-521,49|53,14|69,45|10,21|-16,23
MnS(ך)|-214,35|80,75|47,7|7,53|0 
Mn2O3(ך)|-957,72|110,46|0 |0 |0 
Mn3O4(ך)|-1387,6|154,81|144,93|45,27|-9,2
Mo(ך)|0|28,62|21,67|6,95|0
N2(ד)|0|191,5|27,88|4,27|0
NH3(ז) |-69,87|0 |0 |0 |0 
NH3(ד) |-45,94|192,66|29,8|25,48|-1,67
NH4Al(SO4)2(ך) |-2353,5|216,31|0 |0 |0 
NH4Al(SO4)2*12H2O(ך)|-5944|697|0|0|0
NH4Cl(ך)|-314,22|95,81|0 |0 |0 
NH4NO3(ך)|-365,43|151,04|0 |0 |0 
(NH4)2SO4(ך)|-1180,31|220,08|103,6|280,8|0 
NO(ד)|91,26|210,64|29,58|3,85|-0,59
NOCl(ד) |52,59|263,5|44,89|7,7|-6,95
NO2(ד) |34,19|240,06|41,16|11,33|-7,02
N2O(ד) |82,01|219,83|45,69|8,62|-8,53
N2O4(ד) |11,11|304,35|83,89|39,75|-14,9
N2O5(ד) |13,3|355,65|127,45|16,54|-32,85
Na(ך)|0|51,21|16,82|37,82|0
NaA1O2(ך)|-1133,03|70,29|87,95|17,7|-17,74
Na[BF4](ך)|-1845|120|0|0|0
NaBr(ך)|-361,41|86,82|47,92|13,31|0 
NaCl(ך)|-411,12|72,13|45,94|16,32|0 
NaF(ך)|-573,63|51,3|43,51|16,23|-1,38
NaHCO3(ך)|-947,3|102,1|44,89|143,89|0 
NaI(ך)|-287,86|98,32|48,88|12,05|0 
NaNO3(ך)|-466,7|116,5|25,69|225,94|0 
NaOH(ך)|-426,35|64,43|7,34|125|13,38
Na2B4O7(ך)|-3276,7|189,5|206,1|77,09|-37,49
Na2CO3(ך)|-1130,8|138,8|70,63|135,6|0 
Na2CO3*10H2O(ך)|-4077|2172|0 |0 |0 
NaH2PO4(ך)|-1544,9|127,57|0 |0 |0 
Na2HPO4(ך)|-1754,86|150,6|0 |0 |0 
Na2O(ך)|-417,98|75,06|77,11|19,33|-12,59
Na2O2(ך)|-513,21|94,81|74|56,66|0 
Na2S(ך)|-374,47|79,5|82,89|6,86|0 
Na2SO3(ך)|-1089,43|146,02|107,11|43,51|0 
Na2SO4(ך)|-1387,21|149,62|82,32|154,36|0 
Na2SO4*10H2O(ך)|-4324,75|591,87|0 |0 |0 
Na2S2O3(ך)|-1117,13|225|0 |0 |0 
Na2SiF6(ך)|-2849,72|214,64|0 |0 |0 
Na2SiO3(ך)|-1561,43|113,76|130,29|40,17|-27,07
Na2SiO3(ך)סעוךכ|-1541,64|0 |179,2|- |0 
Na3AlF6(ך) |-3309,54|283,49|172,27|158,45|0 
Na3PO4(ך)|-1924,64|224,68|136,1|67|0 
Ni(ך)|0|29,87|16,99|29,46|0
NiCl2(ך)|-304,18|98,07|73,27|13,23|-4,98
NiO(ך)|-239,74|37,99|-20,88|157,23|16,28
NiS(ך)|-79,5|52,97|38,7|26,78|0 
NiSO4(ך)|-873,49|103,85|125,94|41,51|0 
O(ד)|249,17|160,95|20,8|0,01|0,98
O+(ד)|1568,78|154,85|20,79|0|0
O-(ד)|101,43|157,69|20,84|-0,02|0,75
O2(ד)|0|205,04|31,46|3,39|-3,77
O3(ד)|142,26|238,82|47,02|8,04|-9,04
P(ך)בוכûי|0|41,09|23,82|0|0
P(ך)ךנאcםûי|-17,45|22,8|16,95|14,89|0
P2(ד)|143,85|217,94|36,16|0,85|-4,31
PCl3(ז) |-320,91|218,49|131,38|0 |0 
PCl3(ד) |-287,02|311,71|80,11|3,1|7,99
PCl5(ך) |-445,89|170,8|138|0 |0 
PCl5(ד) |-374,89|364,47|129,49|2,93|-16,4
P2O3(ז) |-1097|142|0 |0 |0 
P2O5(ך) |-1507,2|140,3|35,06|22,61|0 
P4O10(ך)|-2984,03|228,86|93,3|407,19|0 
P4O10(ד) |-2894,49|394,55|0 |0 |0 
Pb(ך)|0|64,81|24,23|8,71|0
PbBr2(ך)|-282,42|161,75|77,78|9,2|0 
PbCO3(ך)|-699,56|130,96|51,84|119,66|0 
PbCl2(ך)|-359,82|135,98|66,78|33,47|0 
PbCl2(ד) |-173,64|315,89|56,62|0,96|0 
PbI2(ך)|-175,23|175,35|75,31|19,66|0 
PbO(ך)זוכעûי |-217,61|68,7|37,87|26,78|0 
PbO(ך)ךנאסםûי|-219,28|66,11|36,15|32,47|0 
PbO2(ך) |-276,56|71,92|53,14|32,64|0 
Pb3O4(ך) |-723,41|211,29|177,49|34,39|-29,29
PbS(ך)|-100,42|91,21|46,74|9,2|0 
PbS(ד) |122,34|251,33|37,32|-2.05 |0 
PbSO4(ך) |-920,48|148,57|45,86|129,7|17,57
Pt(ך)|0|41,55|24,02|5,61|0
PtCl2(ך)|-106,69|219,79|67,78|25,98|0 
PtCl4(ך)|-229,28|267,88|112,21|129,7|0 
RaCl2(ך)|-887,6|144,4|77,04|10,9|0 
Ra(NO3)2(ך)|-992,27|217,71|0 |0 |0 
RaO(ך)|-544|71|44|8,4|0 
RaSO4(ך)|-1473,75|142,35|0 |0 |0 
Rb(ך)|0|76,23|30,88|0|0
S(ך)למםמךכ|0,38|32,55|23,64|0|0
S(ך)נמלב|0|31,92|22,68|0|0
S(ד)|278,81|167,75|0|0|0
S2(ד)|128,37|228,03|36,11|1,09|-3,51
SO2(ד) |-296,9|248,07|46,19|7,87|-7,7
SO2Cl2(ז) |-394,13|216,31|133,89|0 |0 
SO2Cl2(ד) |-363,17|311,29|87,91|6,15|-14,23
SO3(ד) |-395,85|256,69|64,98|11,75|-16,37
SO3(ד) |-395,85|256,69|91,28|-3,84|-119,61
Sb(ך)|0|45,69|23,1|7,28|0
SbCl3(ך)|-381,16|183,26|43,1|213,8|0 
SbCl3(ד) |-311,96|338,49|83,05|0|-4.98 
Sb2O3(ך)|-715,46|132,63|92,05|66,11|0 
Sb2O5(ך)|-1007,51|125,1|45,86|241,04|0 
Sb4O6(ך)|-1417,12|282|0 |0 |0 
Sb2S3(ך)קונםûי|-157,74|181,59|101,29|55,23|0 
Se(ך)|0|42,44|18,95|23,01|0.
Si(ך)|0|18,83|22,82|3,86|-3,54
SiCl4(ז) |-687,85|239,74|145,27|0 |0 
SiCl4(ד) |-657,52|330,95|101,46|6,86|-11,51
SiF4(ד) |-1614,94|282,38|91,46|13,26|-19,66
SiH4(ד) |34,73|204,56|46,26|36,76|-12,77
SiO2(ך)ךגאנצ|-910,94|41,84|46,99|34,31|-11,3
SiO2(ך)ענטהטלטע|-909,06|43,51|13,68|103,76|0 
SiO2(ך)ךנטסעמבאכטע|-909,48|42,68|17,91|88,12|0 
SiO2(ך)סעוךכ|-903,49|46,86|56,02|15,41|-14,44
Sn(ך)בוכûי|0|51,55|21,59|18,1|0
SnCl2(ך)|-330,95|131,8|50,63|83,68|0 
SnCl4(ז) |-528,86|258,99|165,27|- |0 
SnCl4(ד) |-489,11|364,84|106,98|0,84|-7,82
SnO(ך)|-285,98|56,48|39,96|14,64|0 
SnO(ד) |20,85|232,01|35,23|1,34|-3,51
SnO2(ך)|-580,74|52,3|73,85|10,04|-21,59
SnS(ך)|-110,17|76,99|35,69|31,3|3,77
Sr(ך)|0|55,69|22,22|13,89|0
SrO(ך)|-592,04|54,39|50,75|5,27|-6,49
SrSO4(ך)|-1444,74|117,57|91,2|55,65|0 
Te(ך)|0|49,5|19,12|22,09|0
TeCl4(ך)|-323,84|200,83|138,49|0 |0 
TeF6(ד) |-1369|335,89|152,08|3,1|-31,71
TeO2(ך)|-323,42|74,06|65,19|14,56|-5,02
Th(ך)|0|53,39|23,56|12,72|0
Th(OH)4(ך)|-1764,7|134|0 |0 |0 
ThO2(ך)|-1226,75|65,23|66,27|12,05|-6,69
ThS2(ך)|-627,6|96,23|71,8|9,62|0 
Th(SO4)2(ך)|-2541,36|148,11|104,6|230,96|0 
Ti(ך)|0|30,63|21,1|10,54|0
TiCl4(ז) |-804,16|252,4|142,79|8,71|-0,16
